datetime;boats;birds;brightness;flag;boats_rolled;boats_polygon
2022-08-21 11:00:00;10.0;0.0;133.665692033179;1.0;18.3;19.10919088319088
2022-08-21 11:10:00;13.5;0.0;134.81723789544753;0.0;18.90909090909091;18.79811635586635
2022-08-21 11:20:00;19.0;2.0;135.50085575810186;0.5;18.90909090909091;18.59099130096956
2022-08-21 11:30:00;22.0;0.0;135.11159239969138;0.0;18.90909090909091;18.48135409327899
2022-08-21 11:40:00;18.5;0.0;134.7692399691358;0.5;18.90909090909091;18.462743107573143
2022-08-21 11:50:00;16.5;0.0;137.17707995756174;0.5;18.90909090909091;18.52869671863051
2022-08-21 12:00:00;17.5;0.0;136.88131703317902;0.0;18.90909090909091;18.67275330122958
2022-08-21 12:10:00;18.0;0.5;142.11726538387347;0.5;18.90909090909091;18.888451230148853
2022-08-21 12:20:00;22.5;0.0;138.85372202932098;0.0;18.90909090909091;19.16932888016682
2022-08-21 12:30:00;25.5;0.0;138.5403086419753;0.0;18.90909090909091;19.508924626061972
2022-08-21 12:40:00;25.0;0.0;135.70211130401233;1.0;19.25;19.900776842612807
2022-08-21 12:50:00;;;;;20.208333333333332;20.338423904597814
2022-08-21 13:00:00;;;;;20.791666666666668;20.815404186795462
2022-08-21 13:10:00;;;;;21.416666666666668;21.273748816669077
2022-08-21 13:20:00;;;;;21.541666666666668;21.77121435837375
2022-08-21 13:30:00;;;;;22.0;22.317441779637402
2022-08-21 13:40:00;;;;;23.208333333333332;22.91194538258303
2022-08-21 13:50:00;;;;;24.291666666666668;23.528328195422365
2022-08-21 14:00:00;;;;;24.863636363636363;24.134034516208395
2022-08-21 14:10:00;23.0;0.0;142.59229311342594;0.0;25.1;24.74048931932262
2022-08-21 14:20:00;21.5;0.0;140.02412543402778;0.0;25.055555555555557;25.339484728904985
2022-08-21 14:30:00;20.5;0.0;142.4458627507716;0.5;25.0625;25.931212224973056
2022-08-21 14:40:00;26.5;0.0;139.11211419753087;0.5;26.38888888888889;26.474723190926053
2022-08-21 14:50:00;23.5;0.0;137.10548707561728;0.0;27.0;26.975065203985455
2022-08-21 15:00:00;24.0;0.0;137.0355524209105;0.5;27.09090909090909;27.453668215842093
2022-08-21 15:10:00;31.0;0.0;140.7457511091821;0.0;27.5;27.881332548557147
2022-08-21 15:20:00;30.5;0.0;137.65056640625;0.0;28.46153846153846;28.241365367992138
2022-08-21 15:30:00;;;;;28.714285714285715;28.521365731644465
2022-08-21 15:40:00;;;;;28.714285714285715;28.720982766475693
2022-08-21 15:50:00;;;;;28.866666666666667;28.87158421052943
2022-08-21 16:00:00;;;;;29.366666666666667;29.008360757932294
2022-08-21 16:10:00;37.0;0.0;136.62967544367285;0.0;29.466666666666665;29.076613397211823
2022-08-21 16:20:00;32.5;0.0;136.3561557195216;0.0;29.366666666666667;29.02613817425788
2022-08-21 16:30:00;28.0;0.0;136.4368019386574;1.0;28.8;28.838314188994183
2022-08-21 16:40:00;32.0;0.0;136.42414086612655;0.0;28.4;28.47501270169704
2022-08-21 16:50:00;40.0;0.0;138.76231264467594;0.5;27.833333333333332;28.00395765125126
2022-08-21 17:00:00;32.0;0.0;136.6316652199074;0.0;27.3;27.35827563612231
2022-08-21 17:10:00;;;;;26.733333333333334;26.626784990260674
2022-08-21 17:20:00;31.0;0.0;137.02213445216051;1.0;26.34375;25.816041811731402
2022-08-21 17:30:00;30.5;0.0;139.56845365547838;0.5;25.38235294117647;24.942236451814356
2022-08-21 17:40:00;23.0;0.0;139.89335696373456;0.5;24.36111111111111;23.967972359916047
2022-08-21 17:50:00;19.0;0.0;135.16819540895062;0.5;23.44736842105263;22.889002450357175
2022-08-21 18:00:00;18.0;0.0;138.25445119598766;0.0;21.763157894736842;21.708172387490436
2022-08-21 18:10:00;17.5;0.0;136.96427493248456;0.5;20.236842105263158;20.479033643595557
2022-08-21 18:20:00;15.5;0.5;140.3459056712963;0.0;18.94736842105263;19.244849963784116
2022-08-21 18:30:00;23.0;0.0;140.18466049382715;0.5;17.342105263157894;18.016397940224003
2022-08-21 18:40:00;22.0;0.5;136.25896797839505;0.0;16.083333333333332;16.77913787267987
2022-08-21 18:50:00;20.5;0.0;137.2300487075617;1.0;15.147058823529411;15.514099737616473
2022-08-21 19:00:00;10.0;0.0;137.7095452353395;1.0;15.147058823529411;14.225843921507247
2022-08-21 19:10:00;7.0;0.0;135.80088975694446;0.0;13.323529411764707;12.946959796332866
2022-08-21 19:20:00;7.0;0.0;134.65365692515434;0.5;11.529411764705882;11.693200180128754
2022-08-21 19:30:00;5.0;0.0;137.1065938464506;0.0;10.176470588235293;10.531578402900312
2022-08-21 19:40:00;3.5;0.0;139.0339236111111;0.0;9.058823529411764;9.403051081664326
2022-08-21 19:50:00;3.5;0.0;137.78123794367283;0.0;8.0;8.312026551226598
2022-08-21 20:00:00;1.5;0.0;137.1495027970679;0.0;7.40625;7.262913146392929
2022-08-21 20:10:00;;;;;6.866666666666666;6.260119201969122
2022-08-21 20:20:00;;;;;5.714285714285714;5.308053052760972
2022-08-21 20:30:00;;;;;4.461538461538462;4.41112303357427
2022-08-21 20:40:00;0.0;0.0;129.92994044174384;0.0;3.125;3.573737479214831
2022-08-21 20:50:00;0.0;0.0;127.90442853009259;0.0;2.5;2.8003047244884414
2022-08-21 21:00:00;0.0;0.0;126.41201630015433;0.0;2.05;2.095233104200897
2022-08-21 21:10:00;0.0;0.0;124.71320119598766;0.5;1.5;1.4629309531580077
2022-08-21 21:20:00;0.0;0.0;113.32339795524689;0.5;1.0625;0.9078066061655612
