datetime;boats;birds;brightness;flag;boats_rolled;boats_polygon
2022-08-12 04:50:00;1.0;0.0;105.64630931712964;1.0;0.35;0.2968501888592384
2022-08-12 05:00:00;1.5;0.0;115.99311149691357;0.0;0.3181818181818182;0.30772930846067287
2022-08-12 05:10:00;0.5;0.0;120.65587770061728;0.0;0.2916666666666667;0.3134421790878994
2022-08-12 05:20:00;0.0;0.0;123.62895736882716;0.0;0.2692307692307692;0.3146627534998522
2022-08-12 05:30:00;0.0;0.0;126.07112919560186;0.0;0.25;0.31206498445546543
2022-08-12 05:40:00;0.0;0.0;129.78629581404323;1.0;0.26666666666666666;0.3063228247136733
2022-08-12 05:50:00;0.0;0.0;132.91310426311728;1.0;0.3125;0.2981102270334099
2022-08-12 06:00:00;0.5;0.0;134.75410469714507;0.0;0.3235294117647059;0.28810114417360944
2022-08-12 06:10:00;0.0;0.5;135.4289130015432;0.0;0.3055555555555556;0.2769695288932061
2022-08-12 06:20:00;0.0;0.0;138.39588372878086;0.0;0.3157894736842105;0.26538933395113407
2022-08-12 06:30:00;0.0;0.0;137.74383222415122;0.0;0.3;0.2540345121063275
2022-08-12 06:40:00;0.0;0.0;139.25444782021606;0.0;0.25;0.24357901611772062
2022-08-12 06:50:00;0.0;0.0;140.25498505015432;0.5;0.2;0.23469679874424765
2022-08-12 07:00:00;0.0;0.0;139.70461853780864;0.0;0.175;0.21209736272611468
2022-08-12 07:10:00;0.5;0.0;142.88932990933642;0.0;0.175;0.19281029842879782
2022-08-12 07:20:00;1.0;0.0;139.389520158179;0.0;0.25;0.18629629974777354
2022-08-12 07:30:00;0.5;0.0;138.59572120949073;0.0;0.275;0.18779096683168553
2022-08-12 07:40:00;0.0;0.0;136.66851152584877;0.0;0.275;0.20188354779152093
2022-08-12 07:50:00;0.5;0.0;137.13612654320988;0.5;0.25;0.2267605903790449
2022-08-12 08:00:00;0.0;0.0;139.25489028742282;0.0;0.275;0.2690597757536778
2022-08-12 08:10:00;0.0;0.0;138.76659842785494;0.0;0.3;0.3195005791451251
2022-08-12 08:20:00;0.5;0.0;140.35760947145062;0.0;0.3;0.38463869819476193
2022-08-12 08:30:00;0.0;0.0;136.90021098572532;0.0;0.325;0.472541062801932
2022-08-12 08:40:00;0.0;0.0;138.24057846257716;0.0;0.4;0.5951202644291882
2022-08-12 08:50:00;1.5;0.0;137.17613546489196;0.0;0.575;0.7426259852529868
2022-08-12 09:00:00;0.5;0.0;138.10615981867284;0.0;0.975;0.909038123868921
2022-08-12 09:10:00;0.0;0.0;137.89721016589505;0.0;1.2;1.0919152196347632
2022-08-12 09:20:00;0.0;0.0;138.29331259645062;0.0;1.3;1.290923418235841
2022-08-12 09:30:00;0.5;0.0;137.80020351080248;0.0;1.5;1.507762512632816
2022-08-12 09:40:00;0.5;0.0;136.41616946373458;0.0;1.65;1.7349933670822058
2022-08-12 09:50:00;0.0;0.0;135.06863305362654;0.5;1.9;1.9669084379199444
2022-08-12 10:00:00;0.5;0.0;133.02240596064814;0.0;2.125;2.170433031723512
2022-08-12 10:10:00;1.5;0.0;134.68052589699073;0.0;2.55;2.396842882420817
2022-08-12 10:20:00;3.5;0.0;134.8752131558642;0.0;2.925;2.6531075180683437
2022-08-12 10:30:00;8.5;0.5;133.57773461612655;0.5;3.25;2.931880599015405
2022-08-12 10:40:00;5.5;0.5;131.82214192708335;0.0;3.3421052631578947;3.231398468628778
2022-08-12 10:50:00;2.5;0.0;134.10269362461418;1.0;3.5;3.5194288712414257
2022-08-12 11:00:00;4.0;0.0;134.0652459490741;0.5;3.7058823529411766;3.830550402171073
2022-08-12 11:10:00;3.5;0.0;135.44719810956792;0.0;3.9375;4.183176662309582
2022-08-12 11:20:00;5.0;0.0;134.81214048032408;0.0;4.166666666666667;4.550660308661783
2022-08-12 11:30:00;4.5;0.0;132.3931045042438;0.0;4.428571428571429;4.924266670101702
2022-08-12 11:40:00;9.0;0.0;132.97204861111112;0.0;4.769230769230769;5.278494445997602
2022-08-12 11:50:00;7.5;0.0;132.50140094521606;0.5;5.1923076923076925;5.576692577263642
2022-08-12 12:00:00;6.5;0.0;132.13730155285495;0.0;6.269230769230769;5.8583159664851605
2022-08-12 12:10:00;;;;;6.653846153846154;6.114639834415637
2022-08-12 12:20:00;;;;;6.846153846153846;6.360305485402898
2022-08-12 12:30:00;;;;;7.0;6.5962567245052
2022-08-12 12:40:00;;;;;7.038461538461538;6.816616077061182
2022-08-12 12:50:00;;;;;7.576923076923077;6.988691585128243
2022-08-12 13:00:00;;;;;7.576923076923077;7.150171527374069
2022-08-12 13:10:00;;;;;7.346153846153846;7.280124778030273
2022-08-12 13:20:00;6.0;0.0;133.01292848186728;0.0;7.230769230769231;7.409217435420245
2022-08-12 13:30:00;15.5;0.0;132.99058183834876;0.0;6.923076923076923;7.517715342112895
2022-08-12 13:40:00;8.5;0.0;133.43767095871914;0.0;6.961538461538462;7.607678884581654
2022-08-12 13:50:00;11.0;0.5;132.1140977044753;0.5;7.576923076923077;7.6557540609507795
2022-08-12 14:00:00;7.5;0.0;131.9003889371142;0.5;7.678571428571429;7.707023686955263
2022-08-12 14:10:00;3.0;0.0;133.70704210069442;0.0;7.866666666666666;7.810200137177041
2022-08-12 14:20:00;11.0;0.0;130.85899594907409;0.0;8.03125;7.965904741976579
2022-08-12 14:30:00;3.5;0.0;132.6379292052469;0.0;8.176470588235293;8.17284727467234
2022-08-12 14:40:00;2.0;0.0;133.7032484567901;0.0;8.416666666666666;8.42954204221342
2022-08-12 14:50:00;3.0;0.0;134.7555184220679;0.5;9.052631578947368;8.728301196216316
2022-08-12 15:00:00;5.0;0.0;134.63687861689814;0.5;9.15;9.115847887925915
2022-08-12 15:10:00;8.0;0.0;133.9576032021605;1.0;9.65;9.576580853871391
2022-08-12 15:20:00;14.5;0.0;135.96852768132715;0.0;9.675;10.059608975509454
2022-08-12 15:30:00;9.0;0.0;133.1842305652006;0.0;10.0;10.562063802449911
2022-08-12 15:40:00;10.5;0.5;135.4187444540895;0.0;10.375;11.06432549076857
2022-08-12 15:50:00;10.5;0.0;136.23537856867284;0.5;11.425;11.556643390149567
2022-08-12 16:00:00;10.5;0.0;135.5362644675926;0.0;12.1;12.114988515085653
2022-08-12 16:10:00;12.5;0.0;137.40610170717594;0.5;13.025;12.71811448876523
2022-08-12 16:20:00;20.5;0.0;134.71690634645063;0.0;13.625;13.330251974245057
2022-08-12 16:30:00;11.0;0.0;135.7408832465278;0.0;14.175;13.968577990158668
2022-08-12 16:40:00;16.0;0.0;136.36820167824072;0.0;14.775;14.60513916433594
2022-08-12 16:50:00;16.0;0.0;138.08790412808642;0.5;15.425;15.235740910246609
2022-08-12 17:00:00;15.0;0.0;136.69261911651233;1.0;15.875;15.874367149758433
2022-08-12 17:10:00;18.5;0.0;138.989854841821;0.5;16.0;16.485932367149733
2022-08-12 17:20:00;28.5;0.0;138.34071735146603;0.5;16.55;17.041183574879202
2022-08-12 17:30:00;16.5;0.0;139.8638582658179;0.5;17.125;17.546082125603842
2022-08-12 17:40:00;29.5;0.5;140.66226080246912;0.0;17.65;17.93632367149756
2022-08-12 17:50:00;15.5;0.0;138.64994140624998;0.0;18.575;18.198019323671474
2022-08-12 18:00:00;13.0;0.0;141.6114607445988;0.0;18.825;18.378135265700454
2022-08-12 18:10:00;15.0;0.0;140.42082224151235;0.0;18.725;18.462449275362292
2022-08-12 18:20:00;18.0;0.0;140.9944972511574;0.0;19.05;18.45992753623186
2022-08-12 18:30:00;17.0;0.5;142.45350188078703;0.0;18.8;18.32657513348586
2022-08-12 18:40:00;17.0;0.0;141.64829981674382;0.0;18.625;18.08075786083564
2022-08-12 18:50:00;20.0;0.0;141.94043065200617;0.5;18.25;17.74298420603937
2022-08-12 19:00:00;22.0;0.0;143.27296947337965;0.0;17.725;17.32562366327154
2022-08-12 19:10:00;21.0;0.0;141.7145100308642;0.0;16.825;16.855612791213588
2022-08-12 19:20:00;29.0;1.0;140.15260561342592;0.0;16.425;16.27269037523474
2022-08-12 19:30:00;17.5;1.0;141.78462745949076;0.0;14.975;15.620251488860498
2022-08-12 19:40:00;18.5;0.0;142.38056761188273;0.0;14.375;14.915155044514998
2022-08-12 19:50:00;17.5;0.0;142.10608386381173;0.5;13.825;14.147184394112024
2022-08-12 20:00:00;11.0;0.0;141.28113184799383;0.5;13.1;13.384145653518715
2022-08-12 20:10:00;12.5;0.0;143.6577683738426;0.0;12.2;12.598563584296741
2022-08-12 20:20:00;7.5;0.0;141.67893373842594;0.0;11.375;11.797780422908176
2022-08-12 20:30:00;8.0;0.0;141.0404788773148;0.0;11.078947368421053;10.989138405815083
2022-08-12 20:40:00;10.5;0.0;137.64911651234567;0.0;10.583333333333334;10.179979769479532
2022-08-12 20:50:00;8.5;0.0;136.76847800925927;0.5;9.911764705882353;9.377646750363581
2022-08-12 21:00:00;0.5;0.0;136.26715229552468;0.0;9.21875;8.589481584929302
2022-08-12 21:10:00;3.5;0.0;134.89426287615743;0.5;7.9;7.822826509638757
2022-08-12 21:20:00;2.0;0.0;131.55687403549382;0.0;7.214285714285714;7.085023760954007
2022-08-12 21:30:00;0.5;0.0;128.719893904321;0.5;6.346153846153846;6.383415575337121
2022-08-12 21:40:00;0.0;0.0;122.97337119020062;0.0;5.416666666666667;5.725344189250158
2022-08-12 21:50:00;0.5;0.0;114.6317505787037;0.5;4.909090909090909;5.118151839155193
